No,Nama Prodi,Nama PT,Jenjang
614,Teknik Informatika,Akademi Manajemen Informatika Dan Komputer Yapenas Kendari,D-III
615,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer YMI Tegal,D-III
616,Manajemen Informatika,Akademi Manajemen Informatika Dan Komputer YPAT,D-III
617,Akuntansi,Akademi Manajemen Keuangan BSI Jakarta,D-III
618,Manajemen Perpajakan,Akademi Manajemen Keuangan BSI Jakarta,D-III
619,Manajemen Informatika,Akademi Manajemen Komputer Dan Informatika Ketapang,D-III
620,Manajemen Keuangan,Akademi Manajemen Koperasi Tantular,D-III
621,Manajemen Perusahaan,Akademi Manajemen Perusahaan Panca Bhakti,D-III
622,Manajemen Perdagangan,Akademi Manajemen Putra Jaya,D-III
623,Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Maritim Aceh Darussalam,D-III
624,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Belawan,D-III
625,Teknika,Akademi Maritim Belawan,D-III
626,Nautika,Akademi Maritim Belawan,D-III
627,Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Maritim Bina Bahari,D-III
628,Nautika,Akademi Maritim Cirebon,D-III
629,Teknika,Akademi Maritim Cirebon,D-III
630,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Cirebon,D-III
631,Teknika,Akademi Maritim Djadajat,D-III
632,Nautika,Akademi Maritim Djadajat,D-III
633,Nautika,Akademi Maritim Indonesia AIPI,D-III
634,Teknika,Akademi Maritim Indonesia AIPI,D-III
635,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Indonesia AIPI,D-III
636,Nautika,Akademi Maritim Indonesia Medan,D-III
637,Teknika,Akademi Maritim Indonesia Medan,D-III
638,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Indonesia Medan,D-III
639,Teknika,Akademi Maritim Nasional Jaya,D-III
640,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Nasional Jaya,D-III
641,Nautika,Akademi Maritim Nasional Jaya,D-III
642,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Nusantara Banjarmasin,D-III
643,Teknika,Akademi Maritim Nusantara Cilacap,D-III
644,Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Maritim Nusantara Cilacap,D-III
645,Nautika,Akademi Maritim Nusantara Cilacap,D-III
646,Teknika,Akademi Maritim Pembangunan Jakarta,D-III
647,Nautika,Akademi Maritim Pembangunan Jakarta,D-III
648,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Pembangunan Jakarta,D-III
649,Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Maritim Sapta Samudra,D-III
650,Teknika,Akademi Maritim Sapta Samudra,D-III
651,Nautika,Akademi Maritim Sapta Samudra,D-III
652,Teknika,Akademi Maritim Suaka Bahari,D-III
653,Nautika,Akademi Maritim Suaka Bahari,D-III
654,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Maritim Suaka Bahari,D-III
655,Teknika,Akademi Maritim Yogyakarta,D-III
656,Nautika,Akademi Maritim Yogyakarta,D-III
657,Ketatalaksanaan Pelayaran Niaga,Akademi Maritim Yogyakarta,D-III
658,Metrologi Dan Instrumentasi,Akademi Metrologi Dan Instrumentasi,D-III
659,Teknik Elektronika Pertahanan,Akademi Militer Magelang,D-IV
660,Teknik Mesin Pertahanan,Akademi Militer Magelang,D-IV
661,Teknik Sipil Pertahanan,Akademi Militer Magelang,D-IV
662,Manajemen Pertahanan,Akademi Militer Magelang,D-IV
663,Administrasi Pertahanan,Akademi Militer Magelang,D-IV
664,Teknik Kimia,Akademi Minyak Dan Gas Balongan,D-III
665,Keselamatan Kerja & Pencegahan Kebakaran,Akademi Minyak Dan Gas Balongan,D-III
666,Perminyakan,Akademi Minyak Dan Gas Balongan,D-III
667,Ilmu Kepelatihan Olah Raga,Akademi Olahraga Prestasi Nasional,D-III
668,Usaha Perjalanan Wisata,Akademi Pariwisata 45 Jayapura,D-III
669,Perhotelan,Akademi Pariwisata 45 Jayapura,D-III
670,Perhotelan,Akademi Pariwisata BSI Bandung,D-III
671,Perhotelan,Akademi Pariwisata Buana Wisata Yogyakarta,D-III
672,Perhotelan,Akademi Pariwisata Bunda Mulia,D-III
673,Perhotelan,Akademi Pariwisata Bunda Padang,D-III
674,Perhotelan,Akademi Pariwisata Citra Buana Indonesia,D-III
675,Usaha Perjalanan Wisata,Akademi Pariwisata Dan Perhotelan Darma Agung,D-III
676,Perhotelan,Akademi Pariwisata Dan Perhotelan Darma Agung,D-III
677,Perhotelan,Akademi Pariwisata Dan Perhotelan Ganesha,D-III
678,Usaha Perjalanan Wisata,Akademi Pariwisata Denpasar,D-III
679,Perhotelan,Akademi Pariwisata Denpasar,D-III
680,Perhotelan,Akademi Pariwisata Dharma Nusantara Sakti,D-III
681,Perhotelan,Akademi Pariwisata Gsp Internasional,D-III
682,Perhotelan,Akademi Pariwisata Indonesia Jakarta,D-I
683,Usaha Perjalanan Wisata,Akademi Pariwisata Indonesia Jakarta,D-III
684,Perhotelan,Akademi Pariwisata Indonesia Jakarta,D-III
685,Perhotelan,Akademi Pariwisata Indraprasta,D-III
686,Perhotelan,Akademi Pariwisata Jakarta,D-III
687,Perhotelan,Akademi Pariwisata Jakarta International Hotel,D-III
688,Perhotelan,Akademi Pariwisata Kupang,D-III
689,Perhotelan,Akademi Pariwisata Majapahit,D-III
690,Usaha Perjalanan Wisata,Akademi Pariwisata Majapahit,D-III
691,Perhotelan,Akademi Pariwisata Mandala Bhakti,D-III
692,Perhotelan,Akademi Pariwisata Medan Hotel School,D-III
693,Perhotelan,Akademi Pariwisata Nasional Banjarmasin,D-III
694,Usaha Perjalanan Wisata,Akademi Pariwisata Nasional Banjarmasin,D-III
695,Perhotelan,Akademi Pariwisata Nasional Indonesia Bandung,D-III
696,Perhotelan,Akademi Pariwisata Nasional Jakarta,D-III
697,Perhotelan,Akademi Pariwisata NHI Bandung,D-III
698,Perhotelan,Akademi Pariwisata Nusantara Jaya,D-III
699,Perhotelan,Akademi Pariwisata Nusantara Medan,D-III
700,Bina Wisata,Akademi Pariwisata Paramitha Bukittinggi,D-III
701,Perhotelan,Akademi Pariwisata Paramitha Jakarta,D-III
702,Perhotelan,Akademi Pariwisata Patria Indonesia,D-III
703,Perhotelan,Akademi Pariwisata Pertiwi,D-III
704,Pengelolaan Perhotelan,Akademi Pariwisata Pertiwi,D-IV
705,Pengelolaan Konvensi Dan Acara,Akademi Pariwisata Pertiwi,D-IV
706,Usaha Perjalanan Wisata,Akademi Pariwisata Saint Mary,D-III
707,Perhotelan,Akademi Pariwisata Saint Mary,D-III
708,Perhotelan,Akademi Pariwisata Satu Nusa,D-III
709,Perhotelan,Akademi Pariwisata Stipary,D-III
710,Perhotelan,Akademi Pariwisata Stipary,D-I
711,Perhotelan,Akademi Pariwisata Tridaya,D-III
712,Perhotelan,Akademi Pariwisata Widya Nusantara Surakarta,D-III
713,Perhotelan,Akademi Pariwisata Yogyakarta,D-III
714,Pekerjaan Sosial,Akademi Pekerjaan Sosial Kupang,D-III
715,Ketatalaksanaan Pelayaran Niaga Dan Kepel,Akademi Pelayaran Nasional Surakarta,D-III
716,Teknika,Akademi Pelayaran Niaga Indonesia Semarang,D-III
717,Ketatalaksanaan Pelayaran Niaga Dan Kepelabuhan,Akademi Pelayaran Niaga Indonesia Semarang,D-III
718,Nautika,Akademi Pelayaran Niaga Indonesia Semarang,D-III
721,Penerbang Sayap Tetap,Akademi Penerbang Indonesia Banyuwangi,D-III
729,Budidaya Perairan,Akademi Perikanan Bhima Sakti,D-III
730,Pemanfaatan Sumber Daya Perairan,Akademi Perikanan Kamasan Biak,D-III
731,Teknologi Pengolahan Hasil Perikanan,Akademi Perikanan Kamasan Biak,D-III
732,Budidaya Perairan,Akademi Perikanan Yogyakarta,D-III
733,Manajemen Transportasi Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
734,Teknik Bangunan Dan Jalur Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
735,Teknik Mekanika Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
736,Teknik Elektro Perkeretaapian,Akademi Perkeretaapian Indonesia Madiun,D-III
737,Manajemen Perpajakan,Akademi Perpajakan Panca Bhakti,D-III
738,Perpajakan,Akademi Perpajakan Tridarma,D-III
739,Budidaya Tanaman Pangan,Akademi Pertanian Yogyakarta,D-III
740,Budi Daya Ternak (D3),Akademi Peternakan Brahma Putra,D-III
741,Produksi Ternak,Akademi Peternakan Karanganyar,D-III
742,Manajemen Keuangan,Akademi Pimpinan Perusahaan,D-III
743,Manajemen Pemasaran,Akademi Pimpinan Perusahaan,D-III
744,Perdagangan Internasional,Akademi Pimpinan Perusahaan,D-III
745,Refraksi Optisi,Akademi Refraksi Optisi Binalita Sudama,D-III
751,Sekretari,Akademi Sekretari Budi Luhur,D-III
752,Manajemen Administrasi,Akademi Sekretari Dan Manajemen Ariyanti,D-III
753,Sekretari,Akademi Sekretari Dan Manajemen Ariyanti,D-III
754,Sekretari,Akademi Sekretari Dan Manajemen Bina Insani,D-III
755,Manajemen Administrasi,Akademi Sekretari Dan Manajemen Bina Insani,D-III
756,Sekretari,Akademi Sekretari Dan Manajemen Desanta,D-III
757,Administrasi Perkantoran,Akademi Sekretari Dan Manajemen Desanta,D-III
758,Manajemen Administrasi,Akademi Sekretari Dan Manajemen Dharma Budhi Bhakti,D-III
759,Sekretari,Akademi Sekretari Dan Manajemen Don Bosco,D-III
760,Manajemen Perusahaan,Akademi Sekretari Dan Manajemen Indonesia Jayapura,D-III
761,Sekretari,Akademi Sekretari Dan Manajemen Indonesia Jayapura,D-III
762,Administrasi Perkantoran,Akademi Sekretari Dan Manajemen Indonesia Surabaya,D-III
763,Sekretari,Akademi Sekretari Dan Manajemen Indonesia Surabaya,D-III
764,Kesekretariatan,Akademi Sekretari Dan Manajemen Kencana Bandung,D-III
765,Manajemen Administrasi Akuntansi,Akademi Sekretari Dan Manajemen Lepisi,D-III
766,Sekretari,Akademi Sekretari Dan Manajemen Lepisi,D-III
767,Sekretari,Akademi Sekretari Dan Manajemen Mataram,D-III
768,Manajemen Perusahaan,Akademi Sekretari Dan Manajemen Persada Bunda,D-III
769,Sekretari,Akademi Sekretari Dan Manajemen Sriwijaya,D-III
770,Manajemen Perkantoran,Akademi Sekretari Dan Manajemen Widya Dharma,D-III
771,Sekretari,Akademi Sekretari Interstudi,D-III
772,Manajemen Perusahaan,Akademi Sekretari Manajemen Amsir Pare-Pare,D-III
773,Manajemen Pemasaran,Akademi Sekretari Manajemen Cendana,D-III
774,Manajemen Perusahaan,Akademi Sekretari Manajemen Cendana,D-III
775,Manajemen Perkantoran,Akademi Sekretari Manajemen Indonesia Pontianak,D-III
776,Manajemen Informatika,Akademi Sekretari Manajemen Indonesia Publik,D-III
777,Sekretari,Akademi Sekretari Manajemen Taruna Bakti,D-III
778,Sekretari,Akademi Sekretari Marsudirini Santa Maria,D-III
779,Sekretari,Akademi Sekretari Santa Theresia,D-III
780,Sekretari,Akademi Sekretari Widya Mandala Surabaya,D-III
781,Manajemen Bisnis,Akademi Sekretaris Manajemen Indonesia Citra Nusantara,D-III
782,Kesekretariatan,Akademi Sekretaris Manajemen Indonesia Citra Nusantara,D-III
783,Desain Produk Tekstil,Akademi Seni Dan Desain Indonesia Surakarta,D-III
784,Desain Komunikasi Visual,Akademi Seni Dan Desain Indonesia Surakarta,D-III
785,Desain Produk,Akademi Seni Rupa Dan Desain ISWI Jakarta,D-III
786,Desain Komunikasi Visual,Akademi Seni Rupa Dan Desain MSD,D-III
787,Statistika,Akademi Statistika Muhammadiyah Semarang,D-III
788,Tata Boga,Akademi Tata Boga Bandung,D-III
789,Teknik Elektronika,Akademi Teknik Adikarya,D-III
790,Teknik Sipil,Akademi Teknik Adikarya,D-III
791,Teknik Mesin,Akademi Teknik Biak,D-III
792,Manajemen Informatika,Akademi Teknik Biak,D-III
793,Lalu Lintas Udara,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
794,Teknik Telekomunikasi Dan Navigasi Udara,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
795,Teknik Listrik Bandar Udara,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
796,Komunikasi Penerbangan,Akademi Teknik Dan Keselamatan Penerbangan Makassar,D-III
797,Teknik Telekomunikasi Dan Navigasi Udara,Akademi Teknik Dan Keselamatan Penerbangan Medan,D-III
798,Teknik Listrik Bandar Udara,Akademi Teknik Dan Keselamatan Penerbangan Medan,D-III
799,Pemanduan Lalu Lintas Udara,Akademi Teknik Dan Keselamatan Penerbangan Medan,D-III
800,Manajemen Transportasi Udara,Akademi Teknik Dan Keselamatan Penerbangan Surabaya,D-III
801,Teknik Pesawat Udara,Akademi Teknik Dan Keselamatan Penerbangan Surabaya,D-III
802,Teknik Mesin,Akademi Teknik Deli Serdang,D-III
803,Teknik Elektro,Akademi Teknik Deli Serdang,D-III
804,Teknik Industri,Akademi Teknik Deli Serdang,D-III
805,Teknik Sipil,Akademi Teknik Deli Serdang Lubuk Pakam,D-III
808,Teknik Elektromedik,Akademi Teknik Elektromedik Kupula Aceh,D-III
811,Teknik Kimia,Akademi Teknik Indonesia Cut Meutia,D-III
812,Manajemen Industri,Akademi Teknik Indonesia Cut Meutia,D-III
813,Komputerisasi Akuntansi,Akademi Teknik Informatika Tunas Bangsa,D-III
814,Manajemen Informatika,Akademi Teknik Informatika Tunas Bangsa,D-III
815,Teknik Sipil,Akademi Teknik Kupang,D-III
816,Mesin Industri,Akademi Teknik Mesin Industri,D-III
817,Teknik Listrik,Akademi Teknik Pembangunan Nasional,D-III
818,Teknik Bangunan Kapal,Akademi Teknik Perkapalan Veteran,D-III
819,Teknik Kelistrikan Kapal,Akademi Teknik Perkapalan Veteran,D-III
820,Teknik Permesinan Kapal,Akademi Teknik Perkapalan Veteran,D-III
821,Desain Interior,Akademi Teknik PIKA,D-III
822,TEKNIK RADIODIAGNOSTIK & RADIOTERAPI,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI (ATRO) BANDA ACEH,D-III
827,TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI NUSANTARA,D-III
831,Perawatan Dan Perbaikan Mesin,Akademi Teknik Soroako,D-III
832,Teknik Telekomunikasi,Akademi Teknik Telekomunikasi Sandhy Putra Jakarta,D-III
833,Teknik Lingkungan,Akademi Teknik Tirta Wiyata,D-III
834,Teknik Sipil,Akademi Teknik Wacana Manunggal Semarang,D-III
835,Teknik Mesin,Akademi Teknik Wacana Manunggal Semarang,D-III
836,Arsitektur,Akademi Teknik YKPN,D-III
837,Teknik Elektronika,Akademi Teknologi Adi Unggul Bhirawa (AUB) Surakarta,D-III
838,Rangka Pesawat Terbang,Akademi Teknologi Aeronautika Siliwangi,D-III
839,Teknik Mesin,Akademi Teknologi AUB,D-III
841,Teknik Listrik,Akademi Teknologi Bogor,D-III
842,Teknik Mesin,Akademi Teknologi Bogor,D-III
843,Mesin Otomotif,Akademi Teknologi Industri Dewantara Palopo,D-III
844,Teknik Sipil,Akademi Teknologi Industri Dewantara Palopo,D-III
845,Teknik Elektronika,Akademi Teknologi Industri Dewantara Palopo,D-III
846,Teknik Informatika,Akademi Teknologi Industri Immanuel Medan,D-III
847,Teknik Mesin Otomotif,Akademi Teknologi Industri Immanuel Medan,D-III
848,Kimia  Tekstil,Akademi Teknologi Warga Surakarta,D-III
849,Teknik Elektronika,Akademi Teknologi Warga Surakarta,D-III
850,Teknik Mesin,Akademi Teknologi Warga Surakarta,D-III
851,Manajemen Industri,Akademi Telekomunikasi Bogor,D-III
852,Komunikasi Massa,Akademi Televisi Indonesia,D-III
854,KEBIDANAN,AKADEMIK KEBIDANAN ARMINA CENTRE PANYABUNGAN,D-III
855,Teknik Sipil,Akademik Teknik Biak,D-III
857,Manajemen Informatika,AMIK AKMI,D-III
858,Manajemen Informatika,AMIK Bina Sriwijaya,D-III
859,Teknik Komputer,AMIK Bina Sriwijaya,D-III
860,Manajemen Informatika,AMIK Bukittinggi,D-III
861,Manajemen Informatika,AMIK Bumi Nusantara,D-III
862,Manajemen Informatika,AMIK Cipta Darma,D-III
863,Komputerisasi Akuntansi,AMIK Citra Buana Indonesia,D-III
864,Manajemen Informatika,AMIK Citra Buana Indonesia,D-III
865,Manajemen Informatika,AMIK Datuk Parpatiah Nan Sabatang,D-III
866,Manajemen Informatika,AMIK Depati Parbo Kerinci,D-III
867,Komputerisasi Akuntansi,AMIK Dian Cipta Cendikia,D-III
868,Manajemen Informatika,AMIK Dian Cipta Cendikia,D-III
869,Manajemen Informatika,AMIK Dian Cipta Cendikia Pringsewu,D-III
870,Manajemen Informatika,AMIK Indonesia,D-III
871,Komputerisasi Akuntansi,AMIK Jakarta Teknologi Cipta,D-III
872,Manajemen Informatika,AMIK Lembah Dempo,D-III
873,Teknik Informatika,AMIK Mapan Tangerang,D-III
874,Komputerisasi Akuntansi,AMIK Mapan Tangerang,D-III
875,Manajemen Informatika,AMIK Mapan Tangerang,D-III
876,Manajemen Informatika,AMIK Master Lampung,D-III
877,Komputerisasi Akuntansi,AMIK Master Lampung,D-III
878,Manajemen Informatika,AMIK Medan Business Polytechnic,D-III
879,Teknik Komputer,AMIK Mitra Gama,D-III
880,Manajemen Informatika,AMIK Mitra Gama,D-III
881,Komputerisasi Akuntansi,AMIK Pakarti Luhur,D-III
882,Manajemen Informatika,AMIK Panca Bhakti,D-III
883,Teknik Informatika,AMIK Parbina Nusantara,D-III
884,Manajemen Informatika,AMIK Parbina Nusantara,D-III
885,Manajemen Informatika,AMIK Purnama Niaga,D-III
886,Teknik Informatika,AMIK Raharja Informatika,D-III
887,Komputerisasi Akuntansi,AMIK Raharja Informatika,D-III
888,Teknik Komputer,AMIK Sigma,D-III
889,Manajemen Informatika,AMIK Sigma,D-III
890,Manajemen Informatika,AMIK Stiekom Sumatera Utara,D-III
891,Teknik Komputer,AMIK Tomakaka,D-III
892,Manajemen Informatika,AMIK Tomakaka,D-III
893,Manajemen Informatika,AMIK Tri Dharma Palu,D-III
894,Teknik Informatika,AMIK Tri Dharma Palu,D-III
895,Teknik Komputer,AMIK Tri Dharma Pekanbaru,D-III
896,Manajemen Informatika,AMIK Tri Dharma Pekanbaru,D-III
897,Komputerisasi Akuntansi,AMIK Tunas Bangsa,D-III
898,Manajemen Informatika,AMIK Tunas Bangsa,D-III
899,Manajemen Informatika,AMIK Wahana Mandiri Tangerang,D-III
900,Manajemen Informatika,AMIK Widya Loka Medan,D-III
901,Sekretari,ASM Marsudirini Santa Maria,D-III
902,Hubungan Masyarakat,ASM Marsudirini Santa Maria,D-III
903,Manajemen Perusahaan,ASM Marsudirini Santa Maria,D-III
904,Administrasi Perkantoran,ASM Marsudirini Santa Maria,D-III
905,Manajemen,ASM Marsudirini Santa Maria,D-III
906,Manajemen Perusahaan,ASMI Airlangga Balikpapan,D-III
907,Kesekretariatan,ASMI Airlangga Balikpapan,D-III
908,Pendidikan Guru Madrasah Ibtidaiyah,IAI Agus Salim Metro Lampung,S1
909,Ekonomi Syariah,IAI Agus Salim Metro Lampung,S1
910,Hukum Keluarga Islam (Ahwal Al Syakhshiyah),IAI Agus Salim Metro Lampung,S1
911,Hukum Ekonomi Syariah (Muamalah),IAIN Ambon,S1
912,Pendidikan Biologi,IAIN Ambon,S1
913,Pendidikan Matematika,IAIN Ambon,S1
914,Pengembangan Masyarakat Islam,IAIN Ambon,S1
915,Hukum Pidana Islam (Jinayah),IAIN Ambon,S1
916,Perbandingan Madzhab,IAIN Ambon,S1
917,Manajemen Bisnis Syariah,IAIN Ambon,S1
918,Bimbingan Dan Konseling Islam,IAIN Ambon,S1
919,Tadris IPA,IAIN Ambon,S1
920,Komunikasi Dan Penyiaran Islam,IAIN Ambon,S1
921,Pendidikan Agama Islam,IAIN Ambon,S1
922,Manajemen Keuangan Syariah,IAIN Ambon,S1
923,Pendidikan Guru Madrasah Ibtidaiyah,IAIN Ambon,S1
924,Manajemen Pendidikan Islam,IAIN Ambon,S1
925,Jurnalistik Islam,IAIN Ambon,S1
927,Manajemen Dakwah,IAIN Bengkulu,S1
929,Tadris Matematika,IAIN Bengkulu,S1
930,Tadris IPA,IAIN Bengkulu,S1
931,Tadris Bahasa Indonesia,IAIN Bengkulu,S1
932,Tadris IPS,IAIN Bengkulu,S1
933,Bahasa Dan Sastra Arab,IAIN Bengkulu,S1
934,Ilmu Tasawuf,IAIN Bengkulu,S1
935,Manajemen Haji Dan Umrah,IAIN Bengkulu,S1
936,Pendidikan Agama Islam,IAIN Bengkulu,S1
937,Hukum Ekonomi Syariah (Muamalah),IAIN Bengkulu,S1
938,Aqidah Dan Filsafat Islam,IAIN Bengkulu,S1
939,Sejarah Peradaban Islam,IAIN Bengkulu,S1
940,Pendidikan Islam Anak Usia Dini,IAIN Bengkulu,S1
941,Komunikasi Dan Penyiaran Islam,IAIN Bengkulu,S1
942,Manajemen Zakat Dan Wakaf,IAIN Bengkulu,S1
943,Ilmu Hadis,IAIN Bengkulu,S1
946,Manajemen Bisnis Syariah,IAIN Bukittinggi,S1
947,Komunikasi Dan Penyiaran Islam,IAIN Bukittinggi,S1
948,Perbankan Syariah,IAIN Bukittinggi,D-III
949,Pendidikan Matematika,IAIN Bukittinggi,S1
950,Perbankan Syariah,IAIN Bukittinggi,S1
951,Ekonomi Islam,IAIN Bukittinggi,S1
952,Sejarah Peradaban Islam,IAIN Bukittinggi,S1
953,Pendidikan Bahasa Arab,IAIN Bukittinggi,S1
954,Bimbingan Dan Konseling,IAIN Bukittinggi,S1
955,Pendidikan Bahasa Inggris,IAIN Bukittinggi,S1
956,Akuntansi Syariah,IAIN Bukittinggi,S1
957,Pendidikan Teknik Informatika Dan Komputer,IAIN Bukittinggi,S1
958,Ilmu Al-Qur`an Dan Tafsir,IAIN Bukittinggi,S1
959,Hukum Tatanegara (Siyasah),IAIN Bukittinggi,S1
960,Manajemen Haji Dan Umroh,IAIN Bukittinggi,S1
962,Pariwisata Syariah,IAIN Bukittinggi,S1
963,Aqidah Dan Filsafat Islam,IAIN Bukittinggi,S1
964,Hukum Keluarga Islam (Ahwal Syakhshiyyah),IAIN Bukittinggi,S1
965,Hukum Ekonomi Syariah (Muamalah),IAIN Bukittinggi,S1
966,Pendidikan Agama Islam,IAIN Bukittinggi,S1
967,Ilmu Hadis,IAIN Bukittinggi,S1
968,Sosiologi Agama,IAIN Bukittinggi,S1
969,Hukum Pidana Islam (Jinayah),IAIN Bukittinggi,S1
974,Hukum Keluarga (Akhwal Syaksiyah),IAIN Jember,S1
975,Komunikasi Dan Penyiaran Islam,IAIN Jember,S1
976,Ekonomi Syariah,IAIN Jember,S1
979,Tadris IPA,IAIN Jember,S1
980,Pendidikan Agama Islam,IAIN Jember,S1
982,Tadris Biologi,IAIN Jember,S1
983,Tadris IPS,IAIN Jember,S1
984,Pendidikan Bahasa Arab,IAIN Jember,S1
985,Tadris Matematika,IAIN Jember,S1
986,Tadris Bahasa Inggris,IAIN Jember,S1
987,Pendidikan Guru Madrasah Ibtidaiyah,IAIN Jember,S1
988,Pendidikan Islam Anak Usia Dini,IAIN Jember,S1
989,Manajemen Pendidikan Islam,IAIN Jember,S1
990,Akuntansi Syari`ah,IAIN Jember,S1
991,Manajemen Zakat Dan Wakaf,IAIN Jember,S1
992,Hukum Tata Negara (Siyasah),IAIN Jember,S1
993,Hukum Pidana Islam,IAIN Jember,S1
994,Hukum Ekonomi Syari'ah (Mu'amalah),IAIN Jember,S1
995,Pengembangan Masyarakat Islam,IAIN Jember,S1
996,Ilmu Al-Qur'an Dan Tafsir,IAIN Jember,S1
998,Bahasa Dan Sastra Arab,IAIN Jember,S1
999,Psikologi Islam,IAIN Jember,S1
1001,Perbankan Syariah,IAIN Jember,S1
1004,Perbankan Syariah,IAIN Kendari,S1
1005,Ilmu Al-Qur'an Dan Tafsir,IAIN Kendari,S1
1006,Manajemen Pendidikan Islam,IAIN Kendari,S1
1007,Pendidikan Agama Islam,IAIN Kendari,S1
1008,Hukum Tatanegara (Siyasah),IAIN Kendari,S1
1009,Pendidikan Islam Anak Usia Dini,IAIN Kendari,S1
1010,Pendidikan Guru Madrasah Ibtidaiyah (PGMI),IAIN Kendari,S1
1012,Bimbingan Dan Penyuluhan Islam,IAIN Kendari,S1
1013,Komunikasi Penyiaran Islam,IAIN Kendari,S1
1014,Manajemen Dakwah,IAIN Kendari,S1
1016,Perbankan Syariah,IAIN Langsa,S1
1017,Hukum Tata Negara,IAIN Langsa,S1
1018,Pendidikan Islam Anak Usia Dini,IAIN Langsa,S1
1019,Ilmu Hadis,IAIN Langsa,S1
1023,Ekonomi Syari'ah,IAIN Langsa,S1
1024,Pendidikan Guru Madrasah Ibtidaiyah,IAIN Langsa,S1
1025,Ilmu Al-Quran Dan Tafsir,IAIN Langsa,S1
1026,Bimbingan Dan Konseling Islam,IAIN Langsa,S1
1027,Pendidikan Matematika,IAIN Langsa,S1
1028,Hukum Pidana Islam (Jinayah),IAIN Langsa,S1
1029,Tadris Bahasa Inggris,IAIN Langsa,S1
1030,Komunikasi Dan Penyiaran Islam,IAIN Langsa,S1
1031,Manajemen Zakat Dan Wakaf,IAIN Langsa,S1
1032,Manajemen Keuangan Syariah,IAIN Langsa,S1
1033,Hukum Keluarga (Akhwal Syaksiyah),IAIN Langsa,S1
1034,Hukum Ekonomi Syariah (Muamalah),IAIN Langsa,S1
1035,Pendidikan Agama Islam,IAIN Langsa,S1
1036,Hukum Ekonomi Syariah,IAIN Manado,S1
1037,Manajemen Pendidikan Islam,IAIN Manado,S1
1038,Tadris Bahasa Inggris,IAIN Manado,S1
1039,Pendidikan Guru Madrasah Ibtidaiyah,IAIN Manado,S1
1040,Ilmu AlQuran Dan Tafsir,IAIN Manado,S1
1041,Pendidikan Bahasa Arab,IAIN Manado,S1
1042,Perbankan Syariah,IAIN Manado,S1
1043,Ekonomi Syariah,IAIN Manado,S1
1044,Hukum Keluarga (Akhwal Syaksiyah),IAIN Manado,S1
1045,Psikologi Islam,IAIN Manado,S1
1046,Sejarah Peradaban  Islam,IAIN Manado,S1
1047,Manajemen Dakwah,IAIN Manado,S1
1050,Pendidikan Agama Islam,IAIN Manado,S1
1051,Pendidikan Islam Anak Usia Dini,IAIN Manado,S1
1053,Sosiologi Agama,IAIN Manado,S1
1054,Komunikasi Dan Penyiaran Islam,IAIN Palangkaraya,S1
1055,Pendidikan Agama Islam,IAIN Palangkaraya,S1
1056,Hukum Keluarga Islam (Ahwal Syakhshiyyah),IAIN Palangkaraya,S1
1057,Perbankan Syariah,IAIN Palangkaraya,S1
1059,Pendidikan Bahasa Arab,IAIN Palangkaraya,S1
1060,Pendidikan Guru Madrasah Ibtidaiyah,IAIN Palangkaraya,S1
1061,Manajemen Zakat Dan Wakaf,IAIN Palangkaraya,S1
1062,Manajemen Pendidikan Islam,IAIN Palangkaraya,S1
1063,Ilmu Al Quran Dan Tafsir,IAIN Palangkaraya,S1
1064,Pendidikan Islam Anak Usia Dini,IAIN Palangkaraya,S1
1065,Bimbingan Konseling Islam,IAIN Palangkaraya,S1
1066,Ekonomi Syariah,IAIN Palangkaraya,S1
1067,Sejarah Peradaban Islam,IAIN Palangkaraya,S1
1068,Hukum Tata Negara (Siyasah Syar'iyyah),IAIN Palangkaraya,S1
1069,Akuntansi Syari'ah,IAIN Palangkaraya,S1
1070,Perbankan Syariah,IAIN Palopo,S1
